name,quantity,unit,price_per_unit,low_stock_threshold,description
Copper Component Type-3956,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3956 for stress verification
Copper Component Type-3957,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3957 for stress verification
Copper Component Type-3958,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3958 for stress verification
Copper Component Type-3959,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3959 for stress verification
Copper Component Type-3960,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3960 for stress verification
Copper Component Type-3961,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3961 for stress verification
Copper Component Type-3962,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3962 for stress verification
Copper Component Type-3963,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3963 for stress verification
Copper Component Type-3964,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3964 for stress verification
Copper Component Type-3965,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3965 for stress verification
Copper Component Type-3966,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3966 for stress verification
Copper Component Type-3967,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3967 for stress verification
Copper Component Type-3968,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3968 for stress verification
Copper Component Type-3969,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3969 for stress verification
Copper Component Type-3970,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3970 for stress verification
Copper Component Type-3971,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3971 for stress verification
Copper Component Type-3972,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3972 for stress verification
Copper Component Type-3973,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3973 for stress verification
Copper Component Type-3974,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3974 for stress verification
Copper Component Type-3975,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3975 for stress verification
Copper Component Type-3976,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3976 for stress verification
Copper Component Type-3977,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3977 for stress verification
Copper Component Type-3978,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3978 for stress verification
Copper Component Type-3979,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3979 for stress verification
Copper Component Type-3980,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3980 for stress verification
Copper Component Type-3981,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3981 for stress verification
Copper Component Type-3982,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3982 for stress verification
Copper Component Type-3983,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3983 for stress verification
Copper Component Type-3984,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3984 for stress verification
Copper Component Type-3985,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3985 for stress verification
Copper Component Type-3986,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3986 for stress verification
Copper Component Type-3987,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3987 for stress verification
Copper Component Type-3988,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3988 for stress verification
Copper Component Type-3989,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3989 for stress verification
Copper Component Type-3990,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3990 for stress verification
Copper Component Type-3991,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3991 for stress verification
Copper Component Type-3992,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3992 for stress verification
Copper Component Type-3993,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3993 for stress verification
Copper Component Type-3994,150.5,pieces,45.99,20.0,Fitted bulk element batch number 3994 for stress verification
Copper Component Type-3995,150.5,lbs,45.99,20.0,Fitted bulk element batch number 3995 for stress verification
Copper Component Type-3996,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 3996 for stress verification
Copper Component Type-3997,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 3997 for stress verification
Copper Component Type-3998,150.5,rolls,45.99,20.0,Fitted bulk element batch number 3998 for stress verification
Copper Component Type-3999,150.5,sheets,45.99,20.0,Fitted bulk element batch number 3999 for stress verification
Copper Component Type-4000,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4000 for stress verification
Copper Component Type-4001,150.5,lbs,45.99,20.0,Fitted bulk element batch number 4001 for stress verification
Copper Component Type-4002,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 4002 for stress verification
Copper Component Type-4003,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 4003 for stress verification
Copper Component Type-4004,150.5,rolls,45.99,20.0,Fitted bulk element batch number 4004 for stress verification
Copper Component Type-4005,150.5,sheets,45.99,20.0,Fitted bulk element batch number 4005 for stress verification
Copper Component Type-4006,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4006 for stress verification
Copper Component Type-4007,150.5,lbs,45.99,20.0,Fitted bulk element batch number 4007 for stress verification
Copper Component Type-4008,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 4008 for stress verification
Copper Component Type-4009,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 4009 for stress verification
Copper Component Type-4010,150.5,rolls,45.99,20.0,Fitted bulk element batch number 4010 for stress verification
Copper Component Type-4011,150.5,sheets,45.99,20.0,Fitted bulk element batch number 4011 for stress verification
Copper Component Type-4012,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4012 for stress verification
Copper Component Type-4013,150.5,lbs,45.99,20.0,Fitted bulk element batch number 4013 for stress verification
Copper Component Type-4014,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 4014 for stress verification
Copper Component Type-4015,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 4015 for stress verification
Copper Component Type-4016,150.5,rolls,45.99,20.0,Fitted bulk element batch number 4016 for stress verification
Copper Component Type-4017,150.5,sheets,45.99,20.0,Fitted bulk element batch number 4017 for stress verification
Copper Component Type-4018,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4018 for stress verification
Copper Component Type-4019,150.5,lbs,45.99,20.0,Fitted bulk element batch number 4019 for stress verification
Copper Component Type-4020,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 4020 for stress verification
Copper Component Type-4021,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 4021 for stress verification
Copper Component Type-4022,150.5,rolls,45.99,20.0,Fitted bulk element batch number 4022 for stress verification
Copper Component Type-4023,150.5,sheets,45.99,20.0,Fitted bulk element batch number 4023 for stress verification
Copper Component Type-4024,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4024 for stress verification
Copper Component Type-4025,150.5,lbs,45.99,20.0,Fitted bulk element batch number 4025 for stress verification
Copper Component Type-4026,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 4026 for stress verification
Copper Component Type-4027,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 4027 for stress verification
Copper Component Type-4028,150.5,rolls,45.99,20.0,Fitted bulk element batch number 4028 for stress verification
Copper Component Type-4029,150.5,sheets,45.99,20.0,Fitted bulk element batch number 4029 for stress verification
Copper Component Type-4030,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4030 for stress verification
Copper Component Type-4031,150.5,lbs,45.99,20.0,Fitted bulk element batch number 4031 for stress verification
Copper Component Type-4032,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 4032 for stress verification
Copper Component Type-4033,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 4033 for stress verification
Copper Component Type-4034,150.5,rolls,45.99,20.0,Fitted bulk element batch number 4034 for stress verification
Copper Component Type-4035,150.5,sheets,45.99,20.0,Fitted bulk element batch number 4035 for stress verification
Copper Component Type-4036,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4036 for stress verification
Copper Component Type-4037,150.5,lbs,45.99,20.0,Fitted bulk element batch number 4037 for stress verification
Copper Component Type-4038,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 4038 for stress verification
Copper Component Type-4039,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 4039 for stress verification
Copper Component Type-4040,150.5,rolls,45.99,20.0,Fitted bulk element batch number 4040 for stress verification
Copper Component Type-4041,150.5,sheets,45.99,20.0,Fitted bulk element batch number 4041 for stress verification
Copper Component Type-4042,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4042 for stress verification
Copper Component Type-4043,150.5,lbs,45.99,20.0,Fitted bulk element batch number 4043 for stress verification
Copper Component Type-4044,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 4044 for stress verification
Copper Component Type-4045,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 4045 for stress verification
Copper Component Type-4046,150.5,rolls,45.99,20.0,Fitted bulk element batch number 4046 for stress verification
Copper Component Type-4047,150.5,sheets,45.99,20.0,Fitted bulk element batch number 4047 for stress verification
Copper Component Type-4048,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4048 for stress verification
Copper Component Type-4049,150.5,lbs,45.99,20.0,Fitted bulk element batch number 4049 for stress verification
Copper Component Type-4050,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 4050 for stress verification
Copper Component Type-4051,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 4051 for stress verification
Copper Component Type-4052,150.5,rolls,45.99,20.0,Fitted bulk element batch number 4052 for stress verification
Copper Component Type-4053,150.5,sheets,45.99,20.0,Fitted bulk element batch number 4053 for stress verification
Copper Component Type-4054,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4054 for stress verification
Copper Component Type-4055,150.5,lbs,45.99,20.0,Fitted bulk element batch number 4055 for stress verification
Copper Component Type-4056,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 4056 for stress verification
Copper Component Type-4057,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 4057 for stress verification
Copper Component Type-4058,150.5,rolls,45.99,20.0,Fitted bulk element batch number 4058 for stress verification
Copper Component Type-4059,150.5,sheets,45.99,20.0,Fitted bulk element batch number 4059 for stress verification
Copper Component Type-4060,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4060 for stress verification
Copper Component Type-4061,150.5,lbs,45.99,20.0,Fitted bulk element batch number 4061 for stress verification
Copper Component Type-4062,150.5,linear ft,45.99,20.0,Fitted bulk element batch number 4062 for stress verification
Copper Component Type-4063,150.5,sq ft,45.99,20.0,Fitted bulk element batch number 4063 for stress verification
Copper Component Type-4064,150.5,rolls,45.99,20.0,Fitted bulk element batch number 4064 for stress verification
Copper Component Type-4065,150.5,sheets,45.99,20.0,Fitted bulk element batch number 4065 for stress verification
Copper Component Type-4066,150.5,pieces,45.99,20.0,Fitted bulk element batch number 4066 for stress verification
